文件名,流派,平均亮度,平均饱和度,RMS对比度,颜色丰富度,鲜明度,区域平衡度,梯度平滑度,GLCM对比度,GLCM相关性,GLCM能量,GLCM同质性
fd7f3d181485343268226dd37c309846.jpg,青绿山水画,83.049,10.548,0.099,9.2093,34.6318,5.2026,7.8521,0.5109,0.8499,0.4929,0.8411
lQDPJw2GS2qN4PXNBl7NHFywWGDUEiR1wW0Jd8di2Dz-AA_7260_1630.jpg,青绿山水画,84.4715,6.4887,0.1027,3.4019,35.0224,5.0439,10.2525,0.5098,0.8523,0.5041,0.8561
lQDPJw3pbgfogPXNChXNDyOwanwfbWtSdF0Jd8d6SBDVAA_3875_2581.jpg,青绿山水画,83.2778,8.2723,0.0855,4.8101,34.0318,3.716,4.9665,0.3102,0.8848,0.4983,0.8848
lQDPJw4DzhNIJXXNCbDNEU2wDD9oh0TqGwgJd8eBxfv7AA_4429_2480.jpg,青绿山水画,83.7112,5.5169,0.1147,3.0413,34.0604,5.7124,7.756,0.3452,0.913,0.5245,0.8967
lQDPJw5m8Hfy5mXNBDLNOpiwIyX9nW6Y6hQJdwhAFi8lAA_15000_1074.jpg,青绿山水画,84.1022,6.4974,0.0671,1.8055,34.5773,3.4216,3.0586,0.3067,0.8125,0.4724,0.8703
lQDPJw7dLJUF50XNEgbNGYyw1Cr6RXmfqq4JdwOKOc5zAA_6540_4614.jpg,青绿山水画,80.6259,7.2276,0.1141,3.2967,31.2417,5.5877,10.1478,0.6173,0.8535,0.3672,0.8189
lQDPJwCOo4EH4XXNCbDNEU2wxewQiCSxAi0Jd8d-WyrCAA_4429_2480.jpg,青绿山水画,84.6124,5.2903,0.1068,2.6415,34.9327,4.2775,6.5937,0.2935,0.916,0.5313,0.9063
lQDPJwEwh1GrAvXNEZ3NDoywLMWU68GzVv0Jd8c4TLIgAA_3724_4509.jpg,青绿山水画,82.1154,8.3047,0.1068,9.1215,33.0883,8.6162,5.7304,0.3432,0.9069,0.4777,0.8843
lQDPJwFMuS2cUjXND_rNDKOwiEpQNpVht3YJd8cfEZ-yAA_3235_4090.jpg,青绿山水画,82.2453,10.9441,0.171,13.4839,34.3452,10.3928,18.4857,0.8302,0.9044,0.4955,0.8404
lQDPJwG6xZHiv3XNChXNDyOwkDLd5ODRrCAJd8d8di2kAA_3875_2581.jpg,青绿山水画,84.5995,7.7957,0.0734,6.1155,35.2863,3.3448,7.0702,0.3663,0.8243,0.563,0.8897
lQDPJwGLeoveafXNC7XNDnSw-dEndIqZPNoJd8c-3OPzAA_3700_2997.jpg,青绿山水画,89.5859,4.957,0.0503,1.8813,39.8517,2.4698,1.7333,0.1658,0.8188,0.6741,0.9246
lQDPJwHCDDB8x_XNEKLNCt-wg-1F3QYXhboJd8dxBoiDAA_2783_4258.jpg,青绿山水画,83.2015,15.5248,0.1468,24.7006,37.2778,7.4832,13.8029,0.6749,0.898,0.4614,0.8406
lQDPJwHKO-B4lTXND_rNDLOwByrud5olulEJd8chKhYJAA_3251_4090.jpg,青绿山水画,81.4263,12.3046,0.1084,29.8548,33.4407,6.7077,8.3324,0.4063,0.8897,0.4296,0.8782
lQDPJwHcbEX-avXND-HNB0ywZzjQPKxKoloJd8ddUMKpAA_1868_4065.jpg,青绿山水画,86.2362,6.8948,0.079,2.0705,36.7807,4.2516,6.9757,0.4466,0.7638,0.554,0.8504
lQDPJwQHNxIRvTXNDyfNESywuOdGGiynf1kJd8cwZCKwAA_4396_3879.jpg,青绿山水画,87.8423,5.5351,0.0722,2.5013,38.1983,3.7322,8.2312,0.4912,0.7036,0.5734,0.8426
lQDPJwUqQPMRtRXNC8rNC7iwn01I1_XUVfgJdxUYtOkTAA_3000_3018.jpg,青绿山水画,78.5878,9.2121,0.1142,12.2474,29.6713,3.4425,6.5956,0.4615,0.8794,0.3678,0.8361
lQDPJwVFicoDG_XNEKLNCt-wFbX3aBnFzx4Jd8d0EqgeAA_2783_4258.jpg,青绿山水画,84.9113,14.6716,0.1323,9.2534,38.0609,4.6948,27.4062,1.1814,0.7833,0.5935,0.8321
lQDPJwYOiUJIDfXNDnzNE-yw1vk7t9YTZCEJd8dJxCf_AA_5100_3708.jpg,青绿山水画,83.475,11.4012,0.1151,13.2753,35.1245,5.3231,14.169,0.7352,0.8261,0.4869,0.8418
lQDPJwb7ATi7IPXNEeLNDquwLdRXDTaA7WEJd8c2ILDAAQ_3755_4578.jpg,青绿山水画,80.1338,8.6465,0.0953,15.7585,31.2734,6.5192,5.5958,0.4038,0.8641,0.4005,0.8574
lQDPJwdVC5x_tHXNCbDNEU2wqZClUzXO_WoJd8eAbaZMAA_4429_2480.jpg,青绿山水画,82.8259,5.0652,0.1167,3.2929,33.1291,5.9633,8.7015,0.4199,0.8938,0.4666,0.8745
lQDPJwdnPELeVuXNFTjNB9CwqvjaspNiSnUJdwg9qFfWAA_2000_5432.jpg,青绿山水画,84.0282,6.2287,0.1288,4.8354,34.744,6.5034,14.1072,0.8813,0.8381,0.3318,0.7811
lQDPJwdyJjeg6bXNDYjNErKw7rFjv88s1AMJd8cqDyOnAA_4786_3464.jpg,青绿山水画,84.6509,8.0301,0.0896,3.9292,35.3424,4.5774,7.9666,0.5224,0.7741,0.4703,0.8326
lQDPJwe5FtZoG-XNDa_NCcSwT4dG9gQ19FoJdwhJ21ZgAA_2500_3503.jpg,青绿山水画,76.2672,12.2216,0.1502,46.8984,28.3186,9.649,7.9838,0.5823,0.911,0.344,0.8102
lQDPJwfLR4U_BHXNEBjNC2ewRJbTzUmA26kJd8dp6LRtAA_2919_4120.jpg,青绿山水画,88.7955,8.514,0.0912,4.7786,39.7223,4.1439,14.4668,0.7996,0.7562,0.4389,0.8235
lQDPJwgNrDv7-vXNEUfNBwuwzMLtmxkwNF4Jd8eK7vJlAA_1803_4423.jpg,青绿山水画,83.609,6.3966,0.0873,3.4286,34.0809,5.5207,7.9627,0.5147,0.805,0.4856,0.8428
lQDPJwhLhMH2OXXNEKLNCt-wqeUK-fLbqfYJd8dvLq53AA_2783_4258.jpg,青绿山水画,84.9328,14.83,0.123,8.6208,38.0656,3.6314,19.7517,0.8106,0.8315,0.5911,0.8734
lQDPJwkbyuEdaWXNDhXNC0KwZtM0P_4yrL0JdwhDt8tOAA_2882_3605.jpg,青绿山水画,81.5525,10.994,0.1172,7.2277,33.1482,5.5596,11.6227,0.7203,0.8361,0.4042,0.8081
lQDPJwl_1lKEguXNDHrNC7iwvSOvYQLbkAoJdwhQ0kbuAA_3000_3194.jpg,青绿山水画,89.6288,7.6562,0.0483,2.1833,40.2471,1.6594,1.5089,0.1616,0.8378,0.6185,0.9245
lQDPJwq1EKTFF3XNElTNCcSwg1guSVXyXwEJd8dWCHuLAA_2500_4692.jpg,青绿山水画,83.7615,10.6259,0.1274,11.9815,35.5373,6.8105,10.7847,0.6426,0.8642,0.4455,0.8145
lQDPJwqZx8XhimXNCOzNDn2wI7QkzG-6oWEJdwhFTaTsAA_3709_2284.jpg,青绿山水画,85.7556,12.2977,0.1137,67.9797,38.4291,9.3746,9.0476,0.5283,0.8748,0.4601,0.8498
lQDPJwqbmWsAUDXND_rNDKuwAc6AOD6qwb0Jd8cdKaFOAA_3243_4090.jpg,青绿山水画,82.8929,10.7021,0.1406,16.9166,34.6968,4.9946,20.041,0.8666,0.8564,0.5352,0.8488
lQDPJwrHQTLDpPXNC_jNCXKwvpfEOP6GTgIJd8eEgY8_AA_2418_3064.jpg,青绿山水画,82.5014,2.8101,0.0933,4.0846,32.6431,4.82,6.5459,0.4234,0.8603,0.4376,0.8515
lQDPJwuPV-5dhxXNBnzNJxCwNJyyzlURaqMJdxU28EpyAA_10000_1660.jpg,青绿山水画,81.7453,9.4749,0.1131,15.332,32.904,4.5818,11.0721,0.7481,0.8062,0.4215,0.8062
lQDPJwwYrXqWDPXNEKLNCt-wZuX_Ju73IX0Jd8d19oHzAA_2783_4258.jpg,青绿山水画,86.6546,15.3406,0.0696,5.5331,39.2826,3.9745,6.7959,0.3573,0.787,0.619,0.9077
lQDPJwyO6WeBenXNDCXNDrSwXbnHZwFzuE8Jd8dDTM9kAA_3764_3109.jpg,青绿山水画,82.3289,7.2037,0.0893,3.3599,32.892,4.8284,6.3506,0.4544,0.8285,0.4208,0.8393
lQDPJwygMR6bGhXNFzfNB9CwX1wsUf9IeKkJdxUkWnZLAA_2000_5943.jpg,青绿山水画,84.1049,6.699,0.0595,1.8989,34.6078,2.0502,3.1795,0.2622,0.8293,0.5222,0.898
lQDPJx-9Rgmq-fXNEKLNCt-wDyTWQfhwn9sJd8dyww0yAA_2783_4258.jpg,青绿山水画,87.5474,13.7336,0.0656,7.4431,39.6471,2.7388,8.0624,0.3858,0.7258,0.6435,0.9091
lQDPJxALIDbbmTXNDYjNEsKwyG2r1aXONT4Jd8ctHOqXAA_4802_3464.jpg,青绿山水画,82.972,8.0993,0.093,6.1243,33.7156,5.5158,7.9073,0.4826,0.8215,0.4607,0.8519
lQDPJxEH9zLLbzXND_rNDKuw6L_Dvk5nJXEJd8cbkUlFAA_3243_4090.jpg,青绿山水画,83.4523,12.0666,0.1307,18.6245,35.5279,5.8433,14.7819,0.6028,0.8896,0.5656,0.8759
lQDPJxGrrKCsIEXNEJDNCm6wfN_FRkNDeFsJdwODnIYAAA_2670_4240.jpg,青绿山水画,87.8438,5.4201,0.0673,4.0453,38.1926,4.1486,4.5553,0.2561,0.8273,0.6814,0.912
lQDPJxH2QNWS1PXNEVbNDk-w_2gsbD6jC5cJd8c6TrHKAA_3663_4438.jpg,青绿山水画,81.3314,5.7838,0.0926,3.708,31.791,6.3528,6.2232,0.4177,0.8596,0.4272,0.8548
lQDPJxM72kPmffXNCfXNDtewAfLIiT9boj0Jd8d21je7AA_3799_2549.jpg,青绿山水画,83.2755,8.9774,0.0774,5.2191,34.1586,4.6766,4.3144,0.2843,0.8755,0.4838,0.8908
lQDPJxM9q8ejlHXNGUjNDaywZiocuY45SfgJd8dTnAyoAA_3500_6472.jpg,青绿山水画,79.2626,8.2278,0.1123,7.5458,30.0598,5.7636,11.5673,0.724,0.802,0.3847,0.7943
lQDPJxPxwFyCwvXNCxHNBvmwlpUIT0HaUnIJd8dOyqDvAA_1785_2833.jpg,青绿山水画,85.7482,9.0912,0.0703,4.263,36.6571,2.9214,4.1435,0.3133,0.8056,0.5056,0.8841
lQDPJxTVIAbVimXNDebNCziwlPuSHuJ97k8JdwhEitb-AA_2872_3558.jpg,青绿山水画,83.1487,10.973,0.0979,8.753,34.6453,4.5274,9.8227,0.6289,0.799,0.4239,0.8267
lQDPJxTwaPSfyfXNDOTND0CwHMiYDC9FBd4Jd8eI3RxFAA_3904_3300.jpg,青绿山水画,91.5809,9.2662,0.0663,2.9239,42.4751,3.1021,6.4314,0.3121,0.8451,0.62,0.915
lQDPJxYvpJE-1fXNIBfNC7iwJwWHAXL_5u4Jd8dRTyGGAA_3000_8215.jpg,青绿山水画,79.2662,10.9953,0.1405,10.4506,30.9454,7.1864,16.0724,0.9111,0.8553,0.4151,0.7941
lQDPJx_YjwlG1vXNCjPNDKSwzRFkSIGjs8gJd8c7gsdlAA_3236_2611.jpg,青绿山水画,89.7947,4.905,0.0445,1.7057,40.0573,1.8277,1.4349,0.1204,0.8161,0.8059,0.9469
lQDPJxfaMiACXLXNH0DNCKCwIbykP-Y-0owJd8cNtahSAA_2208_8000.jpg,青绿山水画,82.2248,2.1844,0.1621,4.0693,32.3506,5.604,17.7228,0.9446,0.8939,0.3727,0.8041
lQDPJxh0zz0uHuXNC9PNCcSwVCM_e6pGyCYJdwhM6LP3AA_2500_3027.jpg,青绿山水画,81.7691,11.1328,0.1025,12.5662,33.1746,6.2304,6.634,0.4422,0.8669,0.431,0.8533
lQDPJxhIPn-EFfXNEODNDg6waoXizsH_2qkJd8eFo9QRAA_3598_4320.jpg,青绿山水画,80.7896,7.7677,0.159,3.0568,32.0815,4.6907,16.2883,0.7816,0.8912,0.4337,0.8221
lQDPJxhrtwAEi2XNCLzNDsWwus8x_Kmfy70JdwhF7OAhAA_3781_2236.jpg,青绿山水画,80.9666,11.4613,0.1364,15.6961,33.1967,6.4897,12.7815,0.6774,0.8782,0.3975,0.8349
lQDPJxijMZ99nvXNBxzNSXCwyEC6D4nk8m8Jd8dfBppFAA_18800_1820.jpg,青绿山水画,84.4985,12.9617,0.0749,5.4293,36.3477,2.7379,5.0308,0.3669,0.819,0.5566,0.8676
lQDPJxl-YdyXNHXNCbDNEU2wuPn8d9UcJB8Jd8eBEUzXAA_4429_2480.jpg,青绿山水画,83.6143,5.5148,0.1169,6.2468,33.9902,7.0566,9.0593,0.4028,0.9004,0.4905,0.889
lQDPJxmFqH38HMXNCx3NBwWw5stqDZN47oAJdwOU3muoAA_1797_2845.jpg,青绿山水画,85.8732,8.5645,0.075,3.7532,36.6987,3.7602,7.3992,0.5413,0.6967,0.4656,0.8324
lQDPJxqosjJGT3XNChXNDyOwE8bffg5JuE0Jd8d7QbKtAA_3875_2581.jpg,青绿山水画,81.3738,7.1497,0.0806,3.8619,31.9405,3.2708,7.3077,0.4773,0.7776,0.4563,0.8406
lQDPJxtDT355QOXNDH_NC7iw6QP5q6F7YXgJdwhOx3TmAA_3000_3199.jpg,青绿山水画,88.7496,7.6032,0.0702,2.3853,39.3589,4.0987,2.4756,0.1838,0.8981,0.6088,0.9224
lQDPJxvMpPtk_3XNFHrNCziw2iCN-VeUxgYJd8dHwLujAA_2872_5242.jpg,青绿山水画,85.3815,6.8313,0.07,9.6211,35.9465,2.824,4.514,0.4627,0.7529,0.3744,0.8128
lQDPJxzvrs1MhnXNDCjNCYmwnexT43hWvg4Jd8eCnOmCAA_2441_3112.jpg,青绿山水画,81.5984,2.6393,0.0891,3.9684,31.7208,4.2284,6.2414,0.4089,0.8506,0.4111,0.8518
lQDPJyAzggQ752XNFx7NB9CwvdRU8lqhO6AJdwhBeAklAA_2000_5918.jpg,青绿山水画,80.471,8.7861,0.0848,8.0519,31.4026,3.5566,6.5184,0.5076,0.7827,0.3987,0.8266
lQDPJyEzE1_E93XNC5zNDlSwUauPtGuEisYJd8dAYFT_AA_3668_2972.jpg,青绿山水画,89.6611,5.1292,0.0471,1.456,39.9467,2.3638,1.6169,0.1795,0.805,0.6526,0.9194
lQDPJyF71gySZ3XNC_jNCY6wE7BXsk_6OVEJd8eDnIDZAA_2446_3064.jpg,青绿山水画,82.2945,3.5166,0.1023,4.2893,32.5316,3.9958,7.1091,0.3823,0.8906,0.4697,0.8737
lQDPJyFNc42GpEXNEd_NC7iwXDXGYmloSuYJdwOHIAhsAA_3000_4575.jpg,青绿山水画,88.2791,4.6425,0.08,2.4048,38.5347,4.2257,4.8689,0.3535,0.8525,0.4839,0.8742
lQDPKG3qKi5LH_XNChXNDyOwsyPliGGL5vUJd8d47XugAA_3875_2581.jpg,青绿山水画,84.8254,6.555,0.0686,3.9638,35.2976,3.5959,4.4017,0.2697,0.8532,0.5721,0.9011
lQDPKG58l7w063XNBlvNB9CwMZubBMC42YMJd8eOeEBqAA_2000_1627.jpg,青绿山水画,82.661,10.4801,0.1295,17.5117,34.251,4.918,14.8045,0.9586,0.8311,0.3132,0.773
lQDPKGPaedD-zmXNDkXNCfCwagClDKlDnSgJdwhICBnLAA_2544_3653.jpg,青绿山水画,80.6018,10.0349,0.1005,12.2647,31.7748,3.3256,6.5472,0.4093,0.8728,0.4744,0.866
lQDPKGSHR3Hn18XNEgXNGZ2wKoQbRQDHcvgJdwONM2S0AA_6557_4613.jpg,青绿山水画,83.112,6.1032,0.1025,1.907,33.548,5.1784,8.9141,0.4944,0.8588,0.4473,0.8476
lQDPKGdOgRQwa3XNDHjNDqSwFql8WwQzgTcJd8dEFS8LAA_3748_3192.jpg,青绿山水画,85.8297,7.2343,0.0694,2.6666,36.3832,4.745,2.8645,0.2254,0.8694,0.6175,0.9079
lQDPKGgoyHrbLXXNDD_NDrSwXsp5X2aefSEJd8dF9FDuAA_3764_3135.jpg,青绿山水画,84.7528,7.906,0.0704,2.9064,35.428,4.8477,4.5789,0.3441,0.8208,0.5548,0.8711
lQDPKGh5uk6NM7XND_rNDK2wXNEHGMcSgRUJd8cjB4YxAA_3245_4090.jpg,青绿山水画,84.9408,12.0748,0.1324,14.3746,37.0054,5.8937,19.9085,0.7343,0.8662,0.6563,0.8829
lQDPKH-HcF6rHeXNC-DNCcSwcqyeJairt4YJdwhKocJZAA_2500_3040.jpg,青绿山水画,80.8445,10.4741,0.1289,15.8655,32.1594,7.3518,6.8145,0.4305,0.9117,0.442,0.8567
lQDPKH52lynKaKXNH0DNCYGw7_z_CXSztqUJdxDUj_c0AA_2433_8000.jpg,青绿山水画,70.0931,7.3899,0.1492,10.4767,20.9316,3.5649,17.0886,1.531,0.7039,0.2469,0.6668
lQDPKHO76p0_rTXNH0DNCQCwwCg7NEk0258Jd8cY9TnxAA_2304_8000.jpg,青绿山水画,81.7878,2.6809,0.1626,3.4964,31.9896,7.1539,20.9685,1.1131,0.8601,0.3799,0.781
lQDPKHPyfJ5QbPXNB9PNB9CwlxlPORHJO8EJd8eL3Dd8AA_2000_2003.jpg,青绿山水画,80.3354,12.6392,0.112,15.1764,32.3481,6.4255,9.0946,0.6672,0.828,0.3861,0.8113
lQDPKHiQ1GILc3XNCbDNEU2wc9zuYUbN9fYJd8d_A1JbAA_4429_2480.jpg,青绿山水画,86.0947,5.4327,0.1096,3.2214,36.4317,4.8042,6.0357,0.303,0.9193,0.5702,0.9012
lQDPKIBioJhBMfXNCwvNBvawrRNYwpRiHeYJd8dNitKDAA_1782_2827.jpg,青绿山水画,84.5896,8.7658,0.0875,4.7572,35.4541,4.4105,9.1924,0.6214,0.7591,0.4697,0.8235
lQDPKIGpIsXnPRXNFY3NC7iwCqYxgyFq6_YJdxUmY8-dAA_3000_5517.jpg,青绿山水画,83.2423,7.5898,0.0616,2.7918,33.8637,1.8851,4.5171,0.3711,0.7518,0.488,0.8564
lQDPKIIpYAv2G7XNDYjNEuWwNy-KfTEXo98Jd8crWmiWAA_4837_3464.jpg,青绿山水画,88.0844,7.2472,0.0736,2.5961,38.6379,3.5452,6.895,0.4068,0.7792,0.5509,0.8672
lQDPKIJFkbEv2XXNGnzNDaywiQb_VvFWx4YJd8dXwvmyAA_3500_6780.jpg,青绿山水画,75.8751,9.7633,0.1422,7.987,27.2628,5.3873,17.9064,1.1059,0.7749,0.4185,0.7604
lQDPKIK7zcfUbfXNB73NB2WwUBKaGCmUf88Jd8eNJxBrAA_1893_1981.jpg,青绿山水画,79.4464,13.1725,0.1167,12.0719,31.6011,6.1633,10.3475,0.7519,0.8191,0.3481,0.7894
lQDPKIQu4IqKEXXNCbDNEU2w2GlAekP70KIJd8d9HSR0AA_4429_2480.jpg,青绿山水画,83.9611,5.6502,0.1092,4.9699,34.3495,6.8037,6.1732,0.3287,0.91,0.5139,0.8895
lQDPKcjCUDg7nzXNDnnNEQiweONZharksUoJd8cxyGFzAA_4360_3705.jpg,青绿山水画,89.3842,7.1422,0.0667,2.0265,39.9273,2.7886,7.3047,0.4709,0.7561,0.4706,0.8425
lQDPKcu-SeD6yGXNDezNCyywuVXRcYvgsZUJdwhCgUcYAA_2860_3564.jpg,青绿山水画,80.4006,9.3997,0.1113,6.5589,31.5419,5.1588,12.9542,0.8589,0.7721,0.3951,0.78
lQDPKdAKxweioeXNDGnNC7iw9RxIMUBxghoJdwhPpur_AA_3000_3177.jpg,青绿山水画,87.2113,7.3856,0.0739,4.0461,37.8108,5.3843,3.8623,0.3078,0.8387,0.5161,0.8736
lQDPKdFlS4-aUTXNEabNDl6wEHVFHxibvnIJd8cz1vjGAA_3678_4518.jpg,青绿山水画,81.3969,8.2483,0.1051,12.0872,32.4146,8.1411,5.7113,0.4025,0.8789,0.4271,0.8599
lQDPKdfJeeCSDWXNDlnNCjGw4v5kqFQAqqQJdwhGz_3kAA_2609_3673.jpg,青绿山水画,81.3358,10.2046,0.1095,10.6277,32.5638,4.8057,6.4241,0.4265,0.8928,0.4341,0.8642
lQDPKdgJJAD_vvXNChXNDyOwxhnLttxs9aYJd8d3eFpHAA_3875_2581.jpg,青绿山水画,83.3134,8.1847,0.0724,8.1051,34.0621,3.7804,3.5661,0.2362,0.876,0.5047,0.9083
lQDPKeEjRAY0RbXND_rNDKiwteRAy-mCHv8Jd8clZ12RAA_3240_4090.jpg,青绿山水画,85.2322,10.3985,0.1136,14.7718,36.5775,4.4029,13.4341,0.5397,0.8658,0.6027,0.8857
lQDPKeUAy8fjn-XNDHnNC7iwv5pFtIrK578JdwhNvtVyAA_3000_3193.jpg,青绿山水画,88.1407,7.6745,0.0618,2.6428,38.7705,4.273,2.2796,0.2136,0.854,0.5685,0.9043
lQDPKeVSpoZ5SqXNH0DNCV6ww7DEUZnN5ywJdxDXOdZHAA_2398_8000.jpg,青绿山水画,80.7083,11.2305,0.1082,21.2178,32.4356,3.5497,10.8024,0.7219,0.7975,0.3949,0.8043
lQDPKeY_Ho9FyLXND_rNDKOwFpbe2g67Y8kJd8cntk8_AA_3235_4090.jpg,青绿山水画,85.8999,13.9202,0.0928,12.0711,38.0946,2.7488,12.6627,0.6421,0.7798,0.5893,0.8448
lQDPKeZtgNpVl_XNFYzNDhCwP1ZSH1OnX5EJd8eG_FFhAA_3600_5516.jpg,青绿山水画,88.4521,7.2761,0.0671,8.6121,39.1596,3.2958,6.7257,0.3293,0.7901,0.5667,0.9174
lQDPKea2Q1gMlnXNEKLNCt-wwS-8j6eGGjYJd8druqEKAA_2783_4258.jpg,青绿山水画,84.9278,14.3043,0.1071,7.6313,37.6437,4.0239,15.5703,0.6645,0.819,0.5595,0.8878
吴历《湖天春色图》_1_觀隱艺术_来自小红书网页版.jpg,青绿山水画,89.1128,8.9386,0.0698,8.7775,40.0909,4.0593,9.7763,0.5891,0.7099,0.454,0.8406
明 仇英《浔阳送别图》_1_画序山房_来自小红书网页版.jpg,青绿山水画,88.8473,10.6142,0.0588,29.8954,40.1698,4.6061,2.2634,0.2048,0.8638,0.5015,0.9095
明 仇英《莲溪渔隐图》北京故宫博物院_1_溪溪猫_来自小红书网页版.jpg,青绿山水画,83.6698,15.1241,0.0943,3.9613,36.2046,5.2593,6.2554,0.3334,0.8969,0.559,0.8967
明四家文徵明《惠山茶会图》高清图_1_刘苗苗书画社_来自小红书网页版.jpg,青绿山水画,82.4878,11.7809,0.0688,3.7158,34.0234,2.0786,3.9496,0.3239,0.8157,0.4807,0.8694
清 王翚 青绿山水《豳风诗意图册》欣赏_10_黛云学国画_来自小红书网页版.jpg,青绿山水画,85.6294,10.2931,0.1274,21.259,37.3178,7.1941,21.0994,1.3192,0.7736,0.3598,0.751
清 王翚 青绿山水《豳风诗意图册》欣赏_11_黛云学国画_来自小红书网页版.jpg,青绿山水画,85.2413,9.497,0.1305,13.312,36.6726,6.3143,20.4657,1.2035,0.7995,0.362,0.767
清 王翚 青绿山水《豳风诗意图册》欣赏_1_黛云学国画_来自小红书网页版.jpg,青绿山水画,83.5835,12.0933,0.1442,70.3565,36.132,7.7535,21.6119,1.3212,0.8104,0.3322,0.7516
清 王翚 青绿山水《豳风诗意图册》欣赏_2_黛云学国画_来自小红书网页版.jpg,青绿山水画,85.6157,11.5804,0.1141,24.7347,37.5155,6.862,15.472,0.9976,0.7808,0.361,0.7786
清 王翚 青绿山水《豳风诗意图册》欣赏_3_黛云学国画_来自小红书网页版.jpg,青绿山水画,88.7033,8.6717,0.1013,13.5037,39.7203,4.9519,17.9575,1.0712,0.7341,0.4494,0.7984
清 王翚 青绿山水《豳风诗意图册》欣赏_4_黛云学国画_来自小红书网页版.jpg,青绿山水画,86.52,8.8943,0.1305,14.352,37.8659,6.567,23.0906,1.2443,0.8002,0.4273,0.7957
清 王翚 青绿山水《豳风诗意图册》欣赏_5_黛云学国画_来自小红书网页版.jpg,青绿山水画,82.5985,10.5285,0.1512,19.5245,34.7167,7.7889,29.3339,1.8677,0.7423,0.298,0.7013
清 王翚 青绿山水《豳风诗意图册》欣赏_6_黛云学国画_来自小红书网页版.jpg,青绿山水画,86.314,13.0934,0.1101,55.4147,38.7077,6.7173,15.19,0.903,0.7983,0.3813,0.8005
清 王翚 青绿山水《豳风诗意图册》欣赏_7_黛云学国画_来自小红书网页版.jpg,青绿山水画,86.7639,11.8794,0.1091,40.1362,38.9161,6.321,17.3786,0.9829,0.7699,0.4359,0.809
清 王翚 青绿山水《豳风诗意图册》欣赏_8_黛云学国画_来自小红书网页版.jpg,青绿山水画,85.7295,8.4319,0.1312,13.7608,37.0107,5.9601,26.6769,1.4599,0.7548,0.3689,0.7637
清 王翚 青绿山水《豳风诗意图册》欣赏_9_黛云学国画_来自小红书网页版.jpg,青绿山水画,84.9467,8.6586,0.128,10.0514,36.1493,6.054,26.3582,1.4725,0.7413,0.3599,0.7653
石涛《山水册》欣赏_1_纤凝77_来自小红书网页版.jpg,青绿山水画,83.5136,9.7538,0.0754,7.6054,34.6799,3.9384,7.1532,0.4235,0.8018,0.4814,0.8681
这幅画，你会为它写什么诗？寻诗启事Vol.5_2_上海图书馆_来自小红书网页版.jpg,青绿山水画,83.5741,4.8861,0.0954,6.1161,33.9155,2.874,7.8846,0.5269,0.8283,0.4538,0.8342
09d5eb0d69a97de69deaeeb62f7f702ad3d4a6ce.jpg,表现主义,60.1688,28.57,0.3382,200.8441,28.569,11.5175,43.4914,2.9831,0.8401,0.2162,0.6096
1067a_lg.jpg,表现主义,79.6239,22.2531,0.2364,121.7907,39.3127,10.8891,27.5724,1.0059,0.9357,0.6177,0.8701
201607151114329wY8weL3_x.jpg,表现主义,66.5611,18.9141,0.227,252.2909,24.0664,11.0601,4.8542,0.2642,0.9745,0.2867,0.8925
20160715111604GjpOza1A_x.jpg,表现主义,78.7217,23.9548,0.1589,249.2444,36.0483,10.7725,5.9545,0.3314,0.955,0.3086,0.8745
20160910173814Qwu30U7K_x.jpg,表现主义,70.3331,24.8767,0.2272,426.2957,30.5328,16.9192,7.0971,0.3604,0.9669,0.3035,0.8716
201609101817497suPneXs_x.jpg,表现主义,69.5414,17.3786,0.1396,90.5551,24.0057,6.8953,3.488,0.2388,0.9452,0.3703,0.8943
201609101824380md8i255_x.jpg,表现主义,75.9648,17.9305,0.1838,242.609,31.5846,14.4321,5.8644,0.313,0.965,0.3486,0.8736
20160911101205Wi2Q7OAg_x.jpg,表现主义,76.2217,12.4472,0.1152,117.0972,28.6718,10.5678,2.9309,0.2621,0.9279,0.3528,0.8803
20160911191749xtqL3DN4_x.jpg,表现主义,77.6647,15.6763,0.1175,128.0495,31.0607,9.1665,2.0818,0.1859,0.9513,0.3798,0.9119
20180731091729YNkc1zSA_x.jpg,表现主义,69.177,35.1385,0.1545,443.2606,33.8019,14.1732,7.2764,0.5446,0.8972,0.2714,0.7908
20200610144720TbcHHjnZ_x.jpg,表现主义,65.5719,41.4042,0.1458,684.7086,34.601,21.8732,2.2893,0.2202,0.9498,0.3579,0.8978
20200610145732mu3qqTOk_x.jpg,表现主义,74.4929,16.0371,0.1262,228.8655,31.0081,10.0093,0.5602,0.0876,0.9794,0.4208,0.9566
20200610152016I9JjmhMT_x.jpg,表现主义,69.7803,41.3539,0.2136,1168.5222,41.7714,25.6643,3.2518,0.193,0.9807,0.3512,0.9195
ARPAJON. 1985.jpg,表现主义,79.1071,11.5142,0.2237,123.8853,33.1673,9.4391,43.8089,2.1355,0.8541,0.3313,0.7501
AlberiPiet Mondrian •  1908.jpg,表现主义,51.2501,17.6167,0.5456,64.365,28.1952,23.4213,73.8689,4.8697,0.8619,0.1684,0.5803
